1)   Gender,2)    Age,3)    Education Level,4)   Major,5)  administrative regions,"6)  How often do you use the Internet and Internet-related services? (E.g. Email, WhatsApp, News, YouTube",7) What are your Internet/ Digital devices skills level?,"8)   Of the following, which digital devices do you use regularly? Tick all that apply",9)  What type of connectivity services do you use in your daily activities? Tick all that apply,10)  For what purposes do you use the Internet? Tick all that apply,"20) Some of the most common cyber crimes are presented below. What is your opinion of each of the following statements? Select the appropriate response for each   [I am concerned about identity theft (somebody stealing your personal data and impersonating you, e.g. tweeting under your name)]",20) Some of the most common cyber crimes are presented below. What is your opinion of each of the following statements? Select the appropriate response for each:   [I am not concerned about accidentally encountering child pornography online],"20) Some of the most common cyber crimes are presented below. What is your opinion of each of the following statements? Select the appropriate response for each:   [I am concerned about receiving phishing emails (e.g. asking for money, personal information or bank account details]",20) Some of the most common cyber crimes are presented below. What is your opinion of each of the following statements? Select the appropriate response for each:   [I am concerned about not being able to access online services (e.g. banking services) because of cyber attacks],20) Some of the most common cyber crimes are presented below. What is your opinion of each of the following statements? Select the appropriate response for each:   [I am concerned about accidentally encountering material that promotes hatred or religious extremism],"20) Some of the most common cyber crimes are presented below. What is your opinion of each of the following statements? Select the appropriate response for each:   [Online extortion (a demand for money to avert or stop extortion, or to avert scandal)]","Other, please specify","22) Considering each of the following parties, please rate the extent to which you believe they are responsible for raising awareness of cyber crime:   [The government]","22) Considering each of the following parties, please rate the extent to which you believe they are responsible for raising awareness of cyber crime:   [The media]","22) Considering each of the following parties, please rate the extent to which you believe they are responsible for raising awareness of cyber crime:   [Those offering online/Internet-based services (e.g. banks, online retailers, telecommunication companies, etc.)]","22) Considering each of the following parties, please rate the extent to which you believe they are responsible for raising awareness of cyber crime:   [User itself]","22) Considering each of the following parties, please rate the extent to which you believe they are responsible for raising awareness of cyber crime:   [Education system]","Other, please specify.1","A. If Yes, When you had been a victim of cyber crime, did you report it?","If Yes, To whom did you report or contact?  (Please check all that apply)","If No, What was/were the reason/s? (Please check all that apply)","If Yes, To whom would you report or contact?  (Please check all that apply)","If No, What is/are the reason/s? (Please check all that apply)"
Female,18-29,"Undergraduate (Diploma, BSc)",Chemsitry ,Makkah,Once or twice a day ,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)",  Smartphone,"Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Education, Social networks, Online services, Entertainment",Somtimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,,Agree,Neutral,Neutral,Neutral,Neutral,,,,,"Saudi eGovernment Portal , Dont know but will ask friends for advice",
Female,18-29,High School,Medicine or public health,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)",     Laptop,Private Wi-Fi (e.g. in your home),Social networks,Somtimes,Always,Always,Always,Always,Always,,Strongly Agree,Agree,Strongly Agree,Agree,Agree,,,,,Saudi eGovernment Portal ,
Female,18-29,"Undergraduate (Diploma, BSc)",Computer Science,Makkah,Frequently throughout the day,"Expert (e.g. computer engineering, database administration, network engineering)","     Laptop, Smartphone","Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Education, Social networks, Online services, Entertainment, Communication",Always,Do not know,Always,Always,Always,Always,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,,,"Police, Dont know but will ask friends for advice",
Male,18-29,"Undergraduate (Diploma, BSc)",Engineering,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",     Laptop,Mobile/cellular phone network (e.g. 3G/4G),"Social networks, Online services, Communication",Always,Always,Always,Always,Always,Always,,Neutral,Neutral,Agree,Neutral,Agree,,Yes,"Saudi eGovernment Portal , Police",,,Not sure
Female,40-49,"Undergraduate (Diploma, BSc)",Education,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","   Desktop, Laptop, Smartphone, Tablet","Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Education, Social networks, Online services, Communication",Always,Always,Always,Always,Always,Do not know,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,,,Saudi CERT,
Male,18-29,High School,Languages,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)",  Smartphone,Public Wi-Fi (e.g. in coffee shop),Entertainment,Always,Always,Always,Always,Always,Always,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,,,Saudi eGovernment Portal ,
Male,18-29,"Undergraduate (Diploma, BSc)",Engineering,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)",  Smartphone,Private Wi-Fi (e.g. in your home),"Education, Social networks, Online services, Entertainment, Communication",Somtimes,Always,Sometimes,Never,Sometimes,Sometimes,,Disagree,Strongly Agree,Disagree,Strongly Agree,Neutral,,,,,"Saudi eGovernment Portal , Saudi CERT, Police, Committee for the Promotion of Virtue and the Prevention of Vice, Dont know but will ask friends for advice",
Female,18-29,"Undergraduate (Diploma, BSc)",Social Science,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","     Laptop, Smartphone","Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Education, Social networks, Online services",Always,Always,Always,Always,Always,Always,,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,,No,,I did not know how to describe or write reports about cyber crime ,,I am not sure what the impact on me will be
Female,18-29,"Undergraduate (Diploma, BSc)",Medicine or public health,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","   Desktop, Laptop, Smartphone, Tablet","Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Professional reasons, Education, Social networks, Entertainment",Never,Sometimes,Do not know,Never,Sometimes,Never,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,,,"Saudi eGovernment Portal , Saudi CERT, Police",
Female,30-39,,Education,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",  Smartphone,Mobile/cellular phone network (e.g. 3G/4G),Education,Always,Always,Always,Always,Always,Always,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Yes,Saudi eGovernment Portal ,,,I will fix the problem by myself
Male,18-29,"Undergraduate (Diploma, BSc)",Medicine or public health,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","   Desktop, Laptop, Smartphone","Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Education, Online services, Entertainment",Always,Sometimes,Never,Never,Always,Never,,Agree,Agree,Strongly Agree,Strongly Agree,Agree,,,,,Police,
Female,18-29,"Undergraduate (Diploma, BSc)",Math,Makkah,Once or twice a day ,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",  Smartphone,Private Wi-Fi (e.g. in your home),Social networks,Always,Always,Always,Always,Always,Always,,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,,,,,Saudi CERT,
Female,40-49,High School,,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",  Smartphone,Mobile/cellular phone network (e.g. 3G/4G),Social networks,Do not know,Always,Always,Always,Always,Always,,Strongly Agree,Strongly Agree,Agree,Agree,Agree,,,,,"Saudi eGovernment Portal , Dont know but will ask friends for advice",
Female,18-29,"Undergraduate (Diploma, BSc)",Biology,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","     Laptop, Smartphone","Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Education, Social networks, Online services, Entertainment, Communication",Always,Always,Always,Always,Never,Always,,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,,,,,Dont know but will ask friends for advice,
Female,18-29,"Undergraduate (Diploma, BSc)",Computer Science,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","   Desktop, Laptop, Smartphone, Tablet","Public Wi-Fi (e.g. in coffee shop), Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G), Broadband (wired)","Professional reasons, Education, Social networks, Online services, Entertainment, Communication",Never,Do not know,Do not know,Always,Always,Always,,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,,No,,I think that there is no value of reporting,,I will fix the problem by myself
Female,40-49,"Undergraduate (Diploma, BSc)",Education,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",  Smartphone,Mobile/cellular phone network (e.g. 3G/4G),"Professional reasons, Social networks",Somtimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,,Neutral,Neutral,Agree,Agree,Neutral,,,,,Dont know but will ask friends for advice,
Female,18-29,"Undergraduate (Diploma, BSc)",Computer Science,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",     Laptop,"Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)",Social networks,Always,Sometimes,Always,Always,Always,Never,,Neutral,Agree,Agree,Agree,Disagree,,,,,Dont know but will ask friends for advice,
Female,18-29,"Undergraduate (Diploma, BSc)",,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",  Smartphone,Mobile/cellular phone network (e.g. 3G/4G),Social networks,Always,Always,Always,Sometimes,Always,Sometimes,,Neutral,Strongly Agree,Neutral,Neutral,Strongly Agree,,Yes,Police,,,I do not know what the crime means
Female,18-29,"Undergraduate (Diploma, BSc)",Social Science,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","     Laptop, Smartphone","Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Education, Social networks, Online services, Entertainment, Communication",Never,Never,Never,Never,Never,Never,,Agree,Strongly Agree,Strongly Agree,Agree,Agree,,,,,Dont know but will ask friends for advice,
Male,18-29,High School,,Makkah,,,,,Communication,Always,Always,Always,Always,Always,Always,,Agree,Agree,Agree,Agree,Agree,,Yes,Committee for the Promotion of Virtue and the Prevention of Vice,,,I am not sure what the impact on me will be
Male,18-29,"Undergraduate (Diploma, BSc)",,Makkah,Frequently throughout the day,,  Smartphone,Mobile/cellular phone network (e.g. 3G/4G),Social networks,Always,Always,Always,Always,Always,Always,,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,,Yes,Saudi eGovernment Portal ,,,I do not know what the crime means
Female,40-49,"Undergraduate (Diploma, BSc)",Languages,Aljawf,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)","     Laptop, Smartphone","Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Education, Social networks, Online services, Communication",Never,Always,Sometimes,Always,Never,Never,,Agree,Disagree,Agree,Agree,Strongly Agree,,,,,Dont know but will ask friends for advice,
Female,18-29,"Undergraduate (Diploma, BSc)",Social Science,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)", Tablet,Mobile/cellular phone network (e.g. 3G/4G),"Entertainment, Communication",Always,Always,Never,Never,Never,Always,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,,,Dont know but will ask friends for advice,
Female,18-29,"Undergraduate (Diploma, BSc)",Physics,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)",  Smartphone,Mobile/cellular phone network (e.g. 3G/4G),Social networks,Somtimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,,Disagree,Strongly Agree,Neutral,Neutral,Neutral,,,,,Dont know but will ask friends for advice,
Female,18-29,"Undergraduate (Diploma, BSc)",Physics ,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",  Smartphone,Mobile/cellular phone network (e.g. 3G/4G),Communication,Somtimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,Committee for the Promotion of Virtue and the Prevention of Vice,
Female,18-29,"Undergraduate (Diploma, BSc)",Physics,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)",  Smartphone,Mobile/cellular phone network (e.g. 3G/4G),Social networks,Always,Always,Always,Always,Always,Always,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,,,"Police, Committee for the Promotion of Virtue and the Prevention of Vice",
Female,18-29,High School,Education,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)",  Smartphone,Mobile/cellular phone network (e.g. 3G/4G),Communication,Somtimes,Sometimes,Always,Always,Sometimes,Always,,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,,,,Dont know but will ask friends for advice,
Female,30-39,"Undergraduate (Diploma, BSc)",Education,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",  Smartphone,Private Wi-Fi (e.g. in your home),"Education, Social networks, Online services, Entertainment",Always,Always,Always,Always,Always,Always,,Neutral,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,,,,,,Not sure
Male,18-29,Middle School, ,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",  Smartphone,"Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Education, Social networks, Online services, Entertainment",Always,Always,Always,Always,Do not know,Always,,Neutral,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,,,,,Saudi eGovernment Portal ,
Female,18-29,High School,Designing,Asir,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","   Desktop, Smartphone",Private Wi-Fi (e.g. in your home),"Social networks, Entertainment",Always,Do not know,Always,Always,Always,Always,,Agree,Disagree,Agree,Agree,Neutral,,,,,"Police, Committee for the Promotion of Virtue and the Prevention of Vice, Dont know but will ask friends for advice",
