1)   Gender,2)    Age,3)    Education Level,4)   Major,5)  administrative regions,"6)  How often do you use the Internet and Internet-related services? (E.g. Email, WhatsApp, News, YouTube",7) What are your Internet/ Digital devices skills level?,"8)   Of the following, which digital devices do you use regularly? Tick all that apply",9)  For what purposes do you use the Internet? Tick all that apply,"10) Some of the most common cyber crimes are presented below. What is your opinion of each of the following statements? Select the appropriate response for each   [I am concerned about identity theft (somebody stealing your personal data and impersonating you, e.g. tweeting under your name)]","10) Some of the most common cyber crimes are presented below. What is your opinion of each of the following statements? Select the appropriate response for each:   [I am concerned about receiving phishing emails (e.g. asking for money, personal information or bank account details]",10) Some of the most common cyber crimes are presented below. What is your opinion of each of the following statements? Select the appropriate response for each:   [I am concerned about not being able to access online services (e.g. banking services) because of cyber attacks],10) Some of the most common cyber crimes are presented below. What is your opinion of each of the following statements? Select the appropriate response for each:   [I am concerned about accidentally encountering material that promotes hatred or religious extremism],"10) Some of the most common cyber crimes are presented below. What is your opinion of each of the following statements? Select the appropriate response for each:   [Online extortion (a demand for money to avert or stop extortion, or to avert scandal)]","Other, please specify","Other, please specify.1","11) Have you been a victim of cyber crime? (E.g. lost data or email account, device infected with virus or spyware, stole your picture/s or digital device/s).","If Yes, To whom did you report or contact?  (Please check all that apply)","If No, What was/were the reason/s? (Please check all that apply)","If Yes, To whom would you report or contact?  (Please check all that apply)","If No, What is/are the reason/s? (Please check all that apply)"
Male,18-29,"Undergraduate (Diploma, BSc)",Media,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","     Laptop, Smartphone","Professional reasons, Education, Social networks, Online services, Communication",Always,Always,Sometimes,Always,Always,,,No,,,Dont know but will ask friends for advice,
Female,18-29,High School,Islamic studies,,,,,Social networks,Always,Always,Always,Sometimes,Sometimes,,,No,,,,I am not sure what the impact on me will be
Male,18-29,"Undergraduate (Diploma, BSc)",Education,Makkah,Once or twice a day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)",Smartphone,"Social networks, Online services, Communication",Somtimes,Sometimes,Sometimes,Sometimes,Sometimes,,,No,,,Dont know but will ask friends for advice,
Female,30-39,"Postgraduate (Masters, PhD)",Medicine or public health,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","   Desktop, Smartphone, Tablet","Education, Social networks, Online services, Entertainment, Communication",Always,Always,Always,Always,Always,,,Yes,,I did not know how to describe or write reports about cyber crime,,I do not know who to write report about cyber crime
Female,40-49,"Postgraduate (Masters, PhD)",Education,Riyadh,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","     Laptop, Smartphone","Professional reasons, Education, Social networks, Online services, Communication",Always,Do not know,Always,Do not know,Always,,,Yes,Apple store,,,I do not know who to write report about cyber crime
Male,30-39,"Undergraduate (Diploma, BSc)",Education,Makkah,Once or twice a day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Smartphone,Social networks,Never,Never,Always,Always,Never,,,No,,,Dont know but will ask friends for advice,
Male,30-39,"Undergraduate (Diploma, BSc)",Computer Science,Riyadh,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","   Desktop, Laptop, Smartphone, Tablet","Education, Social networks, Online services, Entertainment, Communication",Always,Always,Always,Always,Always,,,No,,,"Saudi eGovernment Portal , Police",
Male,18-29,High School,,Eastern Province,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)","   Desktop, Smartphone","Social networks, Online services, Entertainment, Communication",Always,Always,Always,Always,Always,,,No,,,"Saudi eGovernment Portal , Saudi CERT, Police",
Male,40-49,"Undergraduate (Diploma, BSc)",(Social Science),Tabuk,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Smartphone,"Education, Social networks, Online services",Always,Always,Always,Always,Always,,,No,,,Police,
Male,50+,"Undergraduate (Diploma, BSc)",Education,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","   Desktop, Laptop, Smartphone","Education, Social networks, Online services",Always,Always,Always,Always,Always,,,No,,,Police,
Male,40-49,"Postgraduate (Masters, PhD)",Education,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","   Desktop, Laptop, Smartphone, Tablet","Education, Social networks, Online services, Communication",Always,Always,Always,Always,Always,Nothing,Neutral,No,,,"Saudi eGovernment Portal , Saudi CERT",
Male,40-49,"Undergraduate (Diploma, BSc)",Social Science,Makkah,Once or twice a day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Smartphone,"Social networks, Online services",Always,Always,Always,Always,Always,,,No,,,Saudi CERT,
Male,50+,"Postgraduate (Masters, PhD)",Education,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","   Desktop, Laptop, Smartphone","Professional reasons, Education, Social networks, Online services, Communication",Always,Always,Sometimes,Always,Sometimes,,,No,,,Dont know but will ask friends for advice,
Male,40-49,"Postgraduate (Masters, PhD)",Education,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","     Laptop, Smartphone","Education, Online services",Always,Never,Do not know,Do not know,Do not know,,,No,,,"Saudi eGovernment Portal , Saudi CERT, Police",
Male,40-49,"Postgraduate (Masters, PhD)",Education,Makkah,"Less frequently (once a week, once month)","Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)","     Laptop, Smartphone","Education, Social networks, Online services",Always,Always,Always,Always,Always,,,No,,,Dont know but will ask friends for advice,
Male,50+,"Postgraduate (Masters, PhD)",Education,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Smartphone,Education,Always,Sometimes,Always,Always,Always,,,No,,,Dont know but will ask friends for advice,
Male,30-39,"Undergraduate (Diploma, BSc)",Islamic studies,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)",Smartphone,"Social networks, Online services",Never,Always,Always,Always,Always,,,No,,,Dont know but will ask friends for advice,
Male,40-49,"Undergraduate (Diploma, BSc)",Education,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)","   Desktop, Smartphone","Education, Social networks",Never,Always,Always,Always,Always,,,No,,,"Police, Dont know but will ask friends for advice",
Male,50+,"Undergraduate (Diploma, BSc)",Education,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","   Desktop, Laptop, Smartphone, Tablet","Education, Social networks, Online services, Entertainment, Communication",Always,Always,Always,Always,Always,,,Yes,Police,,,I do not know who to write report about cyber crime
Male,50+,"Postgraduate (Masters, PhD)",Education,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","   Desktop, Smartphone","Education, Social networks, Online services, Communication",Always,Never,Never,Always,Sometimes,,,No,,,"Police, Dont know but will ask friends for advice",
Male,40-49,"Postgraduate (Masters, PhD)",Education,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Smartphone,Education,Somtimes,Always,Always,Always,Always,,,Yes,,"I did not know how to describe or write reports about cyber crime , I fixed the problem by myself",,Not sure
Male,40-49,"Postgraduate (Masters, PhD)",Education,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)","   Desktop, Laptop, Smartphone","Education, Social networks, Online services, Communication",Always,Always,Always,Always,Always,,,No,,,Dont know but will ask friends for advice,
Male,50+,"Undergraduate (Diploma, BSc)",Languages,Makkah,Once or twice a day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","     Laptop, Smartphone","Education, Social networks, Online services, Communication",Always,Always,Always,Always,Always,,,No,,,"Saudi eGovernment Portal , Saudi CERT",
Male,30-39,High School,Engineering,Baha,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)",,Online services,Somtimes,Sometimes,Sometimes,Sometimes,Sometimes,,,Yes,Saudi eGovernment Portal,,,I do not know who to write report about cyber crime
Male,50+,"Undergraduate (Diploma, BSc)",Social Science,Makkah,Once or twice a day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)",Smartphone,Education,Always,Always,Always,Always,Never,,,No,,,"Saudi eGovernment Portal , Police, Committee for the Promotion of Virtue and the Prevention of Vice",
Male,40-49,,Education,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","     Laptop, Smartphone","Social networks, Online services",Always,Always,Always,Always,Always,,,No,,,"Saudi eGovernment Portal , Police, Dont know but will ask friends for advice",
Female,40-49,"Postgraduate (Masters, PhD)",Education,Asir,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","     Laptop, Smartphone","Education, Social networks, Communication",Always,Always,Always,Always,Always,,,No,,,Saudi CERT,
Male,40-49,"Undergraduate (Diploma, BSc)",Education,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Smartphone,Education,Always,Always,Sometimes,Always,Sometimes,,,No,,,Police,
Male,30-39,"Undergraduate (Diploma, BSc)",,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)",Smartphone,Social networks,Always,Always,Always,Always,Always,,,No,,,"Saudi eGovernment Portal , Saudi CERT",
Male,30-39,"Undergraduate (Diploma, BSc)",Social Science,Madina,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","Laptop, Smartphone, Tablet","Education, Social networks, Online services, Communication",Always,Do not know,Always,Sometimes,Do not know,,,No,,,Saudi CERT,
